Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
FuselageGeom,25.083146,24.155988,8.052355,8.022182
wing,30.527677,28.305583,1.635403,1.568664
PodGeom,7.579005,7.257026,0.585008,0.579475
PodGeom,7.579005,7.257026,0.585008,0.579475
VT,2.677253,2.468640,0.085424,0.081485
VT,2.677253,2.468640,0.085424,0.081485
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
cruise_prop1,0.489827,0.489827,0.003719,0.003719
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.495038,0.495038,0.003727,0.003727
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
PropGeom,0.489871,0.489871,0.003719,0.003719
Totals,89.880541,85.670103,11.132811,11.016957

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
FuselageGeom_S_Surf0,25.083146,24.155988
wing_S_Surf0,15.263839,14.152791
wing_S_Surf1,15.263839,14.152791
PodGeom_S_Surf0,7.579005,7.257026
PodGeom_S_Surf1,7.579005,7.257026
VT_S_Surf0,2.677253,2.468640
VT_S_Surf1,2.677253,2.468640
cruise_prop1_S_Surf0,0.489827,0.489827
cruise_prop1_S_Surf1,0.489827,0.489827
cruise_prop1_S_Surf2,0.489827,0.489827
cruise_prop1_S_Surf3,0.489827,0.489827
cruise_prop1_S_Surf0,0.489827,0.489827
cruise_prop1_S_Surf1,0.489827,0.489827
cruise_prop1_S_Surf2,0.489827,0.489827
cruise_prop1_S_Surf3,0.489827,0.489827
cruise_prop1_S_Surf4,0.489827,0.489827
cruise_prop1_S_Surf5,0.489827,0.489827
cruise_prop1_S_Surf6,0.489827,0.489827
cruise_prop1_S_Surf7,0.489827,0.489827
PropGeom_S_Surf0,0.495038,0.495038
PropGeom_S_Surf1,0.495038,0.495038
PropGeom_S_Surf2,0.495038,0.495038
PropGeom_S_Surf3,0.495038,0.495038
PropGeom_S_Surf4,0.495038,0.495038
PropGeom_S_Surf5,0.495038,0.495038
PropGeom_S_Surf6,0.495038,0.495038
PropGeom_S_Surf7,0.495038,0.495038
PropGeom_S_Surf0,0.489871,0.489871
PropGeom_S_Surf1,0.489871,0.489871
PropGeom_S_Surf2,0.489871,0.489871
PropGeom_S_Surf3,0.489871,0.489871
PropGeom_S_Surf4,0.489871,0.489871
PropGeom_S_Surf5,0.489871,0.489871
PropGeom_S_Surf6,0.489871,0.489871
PropGeom_S_Surf7,0.489871,0.489871
